year,tmID,W_team_post,L_team_post,franchID,confID,rank,playoff,firstRound,semis,finals,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,won_team,lost_team,GP,homeW,homeL,awayW,awayL,confW,confL,min,attend,arena,coachID,stint,won_coach,lost_coach,post_wins,post_losses,round,series,tmIDWinner,tmIDLoser,W_series,L_series,playerID,CBE_Sum,bioID,height,weight,birthDate,award_player,award_coach
11,CHI,,,CHI,EA,5.0,N,N,N,N,Chicago Sky,930.0,2136.0,527.0,693.0,186.0,471.0,307.0,776.0,1083.0,532.0,605.0,249.0,532.0,138.0,2573.0,1004.0,2269.0,479.0,613.0,206.0,593.0,359.0,797.0,1156.0,610.0,636.0,273.0,489.0,121.0,2693.0,16.0,18.0,34.0,12.0,5.0,4.0,13.0,10.0,12.0,6825.0,66852.0,UIC Pavilion,chatmda99w,0,0.0,0.0,0.0,0.0,,,,,,,princep01w,0.0,princep01w,69.0,167,1988-01-11,,
11,CHI,,,CHI,EA,5.0,N,N,N,N,Chicago Sky,930.0,2136.0,527.0,693.0,186.0,471.0,307.0,776.0,1083.0,532.0,605.0,249.0,532.0,138.0,2573.0,1004.0,2269.0,479.0,613.0,206.0,593.0,359.0,797.0,1156.0,610.0,636.0,273.0,489.0,121.0,2693.0,16.0,18.0,34.0,12.0,5.0,4.0,13.0,10.0,12.0,6825.0,66852.0,UIC Pavilion,chatmda99w,0,0.0,0.0,0.0,0.0,,,,,,,swordca01w,0.0,swordca01w,78.0,210,1989-07-19,,
11,CHI,,,CHI,EA,5.0,N,N,N,N,Chicago Sky,930.0,2136.0,527.0,693.0,186.0,471.0,307.0,776.0,1083.0,532.0,605.0,249.0,532.0,138.0,2573.0,1004.0,2269.0,479.0,613.0,206.0,593.0,359.0,797.0,1156.0,610.0,636.0,273.0,489.0,121.0,2693.0,16.0,18.0,34.0,12.0,5.0,4.0,13.0,10.0,12.0,6825.0,66852.0,UIC Pavilion,chatmda99w,0,0.0,0.0,0.0,0.0,,,,,,,vandeco01w,0.0,vandeco01w,68.0,130,1989-02-08,,
11,CHI,,,CHI,EA,5.0,N,N,N,N,Chicago Sky,930.0,2136.0,527.0,693.0,186.0,471.0,307.0,776.0,1083.0,532.0,605.0,249.0,532.0,138.0,2573.0,1004.0,2269.0,479.0,613.0,206.0,593.0,359.0,797.0,1156.0,610.0,636.0,273.0,489.0,121.0,2693.0,16.0,18.0,34.0,12.0,5.0,4.0,13.0,10.0,12.0,6825.0,66852.0,UIC Pavilion,chatmda99w,0,0.0,0.0,0.0,0.0,,,,,,,wisdoli01w,0.5177664974619289,wisdoli01w,74.0,186,1986-05-26,,
10,LAS,3.0,3.0,LAS,WE,3.0,Y,W,L,N,Los Angeles Sparks,954.0,2248.0,539.0,717.0,151.0,485.0,386.0,896.0,1282.0,613.0,713.0,251.0,608.0,216.0,2598.0,888.0,2310.0,562.0,751.0,185.0,547.0,359.0,768.0,1127.0,513.0,717.0,303.0,523.0,141.0,2523.0,20.0,14.0,34.0,12.0,5.0,8.0,9.0,12.0,8.0,7000.0,161639.0,Staples Center,coopemi01w,0,20.0,14.0,3.0,3.0,FR,B,LAS,SEA,2.0,1.0,wisdoli01w,0.0,wisdoli01w,74.0,186,1986-05-26,,
2,CLE,3.0,3.0,CLE,EA,2.0,Y,W,L,N,Cleveland Rockers,809.0,1828.0,426.0,570.0,141.0,407.0,331.0,603.0,934.0,539.0,647.0,259.0,538.0,91.0,2185.0,774.0,1761.0,455.0,583.0,119.0,368.0,277.0,596.0,873.0,540.0,693.0,305.0,552.0,95.0,2122.0,17.0,15.0,32.0,13.0,3.0,4.0,12.0,13.0,8.0,6500.0,137532.0,Quicken Loans Arena,hugheda99w,0,17.0,15.0,3.0,3.0,FR,A,CLE,ORL,2.0,1.0,badertr01w,0.3134328358208955,badertr01w,64.0,125,1973-02-26,,
3,CLE,1.0,2.0,CLE,EA,1.0,N,L,N,N,Cleveland Rockers,763.0,1770.0,372.0,505.0,106.0,335.0,297.0,662.0,959.0,503.0,532.0,267.0,444.0,83.0,2004.0,664.0,1745.0,328.0,444.0,132.0,417.0,297.0,594.0,891.0,434.0,597.0,225.0,496.0,127.0,1788.0,22.0,10.0,32.0,14.0,2.0,8.0,8.0,15.0,6.0,6425.0,147373.0,Quicken Loans Arena,hugheda99w,0,22.0,10.0,1.0,2.0,,,,,,,badertr01w,0.3058392249279916,badertr01w,64.0,125,1973-02-26,,Coach of the Year
2,CLE,3.0,3.0,CLE,EA,2.0,Y,W,L,N,Cleveland Rockers,809.0,1828.0,426.0,570.0,141.0,407.0,331.0,603.0,934.0,539.0,647.0,259.0,538.0,91.0,2185.0,774.0,1761.0,455.0,583.0,119.0,368.0,277.0,596.0,873.0,540.0,693.0,305.0,552.0,95.0,2122.0,17.0,15.0,32.0,13.0,3.0,4.0,12.0,13.0,8.0,6500.0,137532.0,Quicken Loans Arena,hugheda99w,0,17.0,15.0,3.0,3.0,FR,A,CLE,ORL,2.0,1.0,barnead01w,0.5555555555555556,barnead01w,71.0,165,1977-02-03,,
3,SEA,,,SEA,WE,8.0,Y,N,N,N,Seattle Storm,689.0,1821.0,415.0,606.0,128.0,412.0,306.0,585.0,891.0,412.0,605.0,273.0,431.0,127.0,1921.0,753.0,1750.0,417.0,559.0,125.0,325.0,296.0,756.0,1052.0,492.0,588.0,228.0,519.0,127.0,2048.0,10.0,22.0,32.0,5.0,11.0,5.0,11.0,6.0,15.0,6550.0,95257.0,KeyArena at Seattle Center,dunnli99wc,0,10.0,22.0,0.0,0.0,,,,,,,barnead01w,0.7777777777777778,barnead01w,71.0,165,1977-02-03,,
4,SEA,0.0,2.0,SEA,WE,4.0,N,L,N,N,Seattle Storm,794.0,1948.0,418.0,543.0,182.0,506.0,362.0,633.0,995.0,514.0,623.0,282.0,477.0,151.0,2188.0,783.0,1818.0,435.0,587.0,102.0,342.0,307.0,662.0,969.0,488.0,563.0,254.0,531.0,125.0,2103.0,17.0,15.0,32.0,10.0,6.0,7.0,9.0,10.0,11.0,6450.0,111774.0,KeyArena at Seattle Center,donovan99w,0,18.0,14.0,0.0,2.0,,,,,,,barnead01w,0.6348133122980992,barnead01w,71.0,165,1977-02-03,,
5,SEA,,,SEA,WE,5.0,Y,N,N,N,Seattle Storm,890.0,2045.0,442.0,567.0,166.0,500.0,342.0,732.0,1074.0,548.0,644.0,232.0,465.0,138.0,2388.0,844.0,2039.0,441.0,591.0,145.0,437.0,352.0,689.0,1041.0,456.0,570.0,245.0,459.0,104.0,2274.0,18.0,16.0,34.0,13.0,4.0,5.0,12.0,11.0,13.0,6850.0,120857.0,KeyArena at Seattle Center,donovan99w,0,18.0,16.0,0.0,0.0,,,,,,,barnead01w,0.5644938226074129,barnead01w,71.0,165,1977-02-03,,
2,CLE,3.0,3.0,CLE,EA,2.0,Y,W,L,N,Cleveland Rockers,809.0,1828.0,426.0,570.0,141.0,407.0,331.0,603.0,934.0,539.0,647.0,259.0,538.0,91.0,2185.0,774.0,1761.0,455.0,583.0,119.0,368.0,277.0,596.0,873.0,540.0,693.0,305.0,552.0,95.0,2122.0,17.0,15.0,32.0,13.0,3.0,4.0,12.0,13.0,8.0,6500.0,137532.0,Quicken Loans Arena,hugheda99w,0,17.0,15.0,3.0,3.0,FR,A,CLE,ORL,2.0,1.0,hallvi01w,0.3570190641247833,hallvi01w,73.0,180,1969-10-03,,
2,IND,,,IND,EA,7.0,N,N,N,N,Indiana Fever,796.0,1838.0,428.0,569.0,193.0,521.0,285.0,647.0,932.0,501.0,642.0,271.0,518.0,126.0,2213.0,839.0,1868.0,503.0,669.0,109.0,358.0,321.0,633.0,954.0,528.0,612.0,267.0,476.0,75.0,2290.0,9.0,23.0,32.0,5.0,11.0,4.0,12.0,7.0,14.0,6425.0,180270.0,Conseco Fieldhouse,fortnne99w,0,0.0,0.0,0.0,0.0,,,,,,,hallvi01w,0.3570190641247833,hallvi01w,73.0,180,1969-10-03,,
3,LAS,6.0,1.0,LAS,WE,1.0,Y,W,W,W,Los Angeles Sparks,916.0,2031.0,449.0,594.0,160.0,436.0,350.0,755.0,1105.0,596.0,616.0,281.0,438.0,138.0,2441.0,779.0,1985.0,416.0,547.0,192.0,603.0,294.0,627.0,921.0,538.0,591.0,234.0,453.0,114.0,2166.0,28.0,4.0,32.0,16.0,0.0,12.0,4.0,19.0,2.0,6475.0,148446.0,Staples Center,coopemi01w,0,28.0,4.0,6.0,1.0,FR,C,LAS,HOU,2.0,0.0,hallvi01w,0.3562873098401694,hallvi01w,73.0,180,1969-10-03,,
3,LAS,6.0,1.0,LAS,WE,1.0,Y,W,W,W,Los Angeles Sparks,916.0,2031.0,449.0,594.0,160.0,436.0,350.0,755.0,1105.0,596.0,616.0,281.0,438.0,138.0,2441.0,779.0,1985.0,416.0,547.0,192.0,603.0,294.0,627.0,921.0,538.0,591.0,234.0,453.0,114.0,2166.0,28.0,4.0,32.0,16.0,0.0,12.0,4.0,19.0,2.0,6475.0,148446.0,Staples Center,coopemi01w,0,28.0,4.0,6.0,1.0,CF,F,LAS,SAC,2.0,1.0,hallvi01w,0.3562873098401694,hallvi01w,73.0,180,1969-10-03,,
3,LAS,6.0,1.0,LAS,WE,1.0,Y,W,W,W,Los Angeles Sparks,916.0,2031.0,449.0,594.0,160.0,436.0,350.0,755.0,1105.0,596.0,616.0,281.0,438.0,138.0,2441.0,779.0,1985.0,416.0,547.0,192.0,603.0,294.0,627.0,921.0,538.0,591.0,234.0,453.0,114.0,2166.0,28.0,4.0,32.0,16.0,0.0,12.0,4.0,19.0,2.0,6475.0,148446.0,Staples Center,coopemi01w,0,28.0,4.0,6.0,1.0,F,G,LAS,CHA,2.0,0.0,hallvi01w,0.3562873098401694,hallvi01w,73.0,180,1969-10-03,,
2,CLE,3.0,3.0,CLE,EA,2.0,Y,W,L,N,Cleveland Rockers,809.0,1828.0,426.0,570.0,141.0,407.0,331.0,603.0,934.0,539.0,647.0,259.0,538.0,91.0,2185.0,774.0,1761.0,455.0,583.0,119.0,368.0,277.0,596.0,873.0,540.0,693.0,305.0,552.0,95.0,2122.0,17.0,15.0,32.0,13.0,3.0,4.0,12.0,13.0,8.0,6500.0,137532.0,Quicken Loans Arena,hugheda99w,0,17.0,15.0,3.0,3.0,FR,A,CLE,ORL,2.0,1.0,johnspo01w,0.2982456140350877,johnspo01w,75.0,165,1975-11-06,,
4,CLE,,,CLE,EA,7.0,Y,N,N,N,Cleveland Rockers,760.0,1820.0,430.0,553.0,121.0,374.0,295.0,674.0,969.0,480.0,567.0,221.0,451.0,83.0,2071.0,797.0,1834.0,397.0,521.0,149.0,441.0,278.0,640.0,918.0,530.0,613.0,242.0,428.0,109.0,2140.0,10.0,22.0,32.0,4.0,12.0,6.0,10.0,7.0,14.0,6550.0,149084.0,Quicken Loans Arena,hugheda99w,0,10.0,22.0,0.0,0.0,,,,,,,johnspo01w,0.345955768469422,johnspo01w,75.0,165,1975-11-06,,
5,HOU,1.0,2.0,HOU,WE,2.0,N,L,N,N,Houston Comets,828.0,1916.0,473.0,600.0,115.0,344.0,266.0,764.0,1030.0,465.0,490.0,231.0,450.0,129.0,2244.0,824.0,2030.0,325.0,448.0,169.0,500.0,298.0,708.0,1006.0,516.0,634.0,227.0,430.0,122.0,2142.0,20.0,14.0,34.0,14.0,3.0,6.0,11.0,14.0,10.0,6825.0,150203.0,Compaq Center,chancva99w,0,20.0,14.0,1.0,2.0,,,,,,,johnspo01w,0.3544187494289896,johnspo01w,75.0,165,1975-11-06,,
3,MIA,1.0,2.0,MIA,EA,3.0,N,L,N,N,Miami Sol,754.0,1826.0,356.0,469.0,93.0,295.0,292.0,651.0,943.0,467.0,602.0,300.0,448.0,153.0,1957.0,679.0,1725.0,420.0,588.0,120.0,395.0,301.0,667.0,968.0,388.0,538.0,259.0,512.0,87.0,1898.0,20.0,12.0,32.0,10.0,6.0,10.0,6.0,14.0,7.0,6575.0,141717.0,AmericanAirlines Arena,rothsro99w,0,20.0,12.0,1.0,2.0,,,,,,,johnspo01w,0.3297950759251069,johnspo01w,75.0,165,1975-11-06,,
2,CLE,3.0,3.0,CLE,EA,2.0,Y,W,L,N,Cleveland Rockers,809.0,1828.0,426.0,570.0,141.0,407.0,331.0,603.0,934.0,539.0,647.0,259.0,538.0,91.0,2185.0,774.0,1761.0,455.0,583.0,119.0,368.0,277.0,596.0,873.0,540.0,693.0,305.0,552.0,95.0,2122.0,17.0,15.0,32.0,13.0,3.0,4.0,12.0,13.0,8.0,6500.0,137532.0,Quicken Loans Arena,hugheda99w,0,17.0,15.0,3.0,3.0,FR,A,CLE,ORL,2.0,1.0,jonesme01w,0.4630801687763713,jonesme01w,69.0,147,1973-07-21,,
3,CLE,1.0,2.0,CLE,EA,1.0,N,L,N,N,Cleveland Rockers,763.0,1770.0,372.0,505.0,106.0,335.0,297.0,662.0,959.0,503.0,532.0,267.0,444.0,83.0,2004.0,664.0,1745.0,328.0,444.0,132.0,417.0,297.0,594.0,891.0,434.0,597.0,225.0,496.0,127.0,1788.0,22.0,10.0,32.0,14.0,2.0,8.0,8.0,15.0,6.0,6425.0,147373.0,Quicken Loans Arena,hugheda99w,0,22.0,10.0,1.0,2.0,,,,,,,jonesme01w,0.4990751545284662,jonesme01w,69.0,147,1973-07-21,,Coach of the Year
4,CLE,,,CLE,EA,7.0,Y,N,N,N,Cleveland Rockers,760.0,1820.0,430.0,553.0,121.0,374.0,295.0,674.0,969.0,480.0,567.0,221.0,451.0,83.0,2071.0,797.0,1834.0,397.0,521.0,149.0,441.0,278.0,640.0,918.0,530.0,613.0,242.0,428.0,109.0,2140.0,10.0,22.0,32.0,4.0,12.0,6.0,10.0,7.0,14.0,6550.0,149084.0,Quicken Loans Arena,hugheda99w,0,10.0,22.0,0.0,0.0,,,,,,,jonesme01w,0.5070007428727251,jonesme01w,69.0,147,1973-07-21,,
5,DET,6.0,2.0,DET,EA,1.0,Y,W,W,W,Detroit Shock,902.0,2004.0,624.0,882.0,125.0,323.0,379.0,851.0,1230.0,545.0,605.0,263.0,608.0,158.0,2553.0,911.0,2286.0,412.0,556.0,161.0,541.0,390.0,674.0,1064.0,504.0,774.0,309.0,497.0,129.0,2395.0,25.0,9.0,34.0,13.0,4.0,12.0,5.0,18.0,6.0,6900.0,133647.0,The Palace of Auburn Hills,laimbbi01w,0,25.0,9.0,6.0,2.0,FR,A,DET,CLE,2.0,1.0,jonesme01w,0.4676761523926391,jonesme01w,69.0,147,1973-07-21,,Coach of the Year
5,DET,6.0,2.0,DET,EA,1.0,Y,W,W,W,Detroit Shock,902.0,2004.0,624.0,882.0,125.0,323.0,379.0,851.0,1230.0,545.0,605.0,263.0,608.0,158.0,2553.0,911.0,2286.0,412.0,556.0,161.0,541.0,390.0,674.0,1064.0,504.0,774.0,309.0,497.0,129.0,2395.0,25.0,9.0,34.0,13.0,4.0,12.0,5.0,18.0,6.0,6900.0,133647.0,The Palace of Auburn Hills,laimbbi01w,0,25.0,9.0,6.0,2.0,CF,E,DET,CON,2.0,0.0,jonesme01w,0.4676761523926391,jonesme01w,69.0,147,1973-07-21,,Coach of the Year
5,DET,6.0,2.0,DET,EA,1.0,Y,W,W,W,Detroit Shock,902.0,2004.0,624.0,882.0,125.0,323.0,379.0,851.0,1230.0,545.0,605.0,263.0,608.0,158.0,2553.0,911.0,2286.0,412.0,556.0,161.0,541.0,390.0,674.0,1064.0,504.0,774.0,309.0,497.0,129.0,2395.0,25.0,9.0,34.0,13.0,4.0,12.0,5.0,18.0,6.0,6900.0,133647.0,The Palace of Auburn Hills,laimbbi01w,0,25.0,9.0,6.0,2.0,F,G,DET,LAS,2.0,1.0,jonesme01w,0.4676761523926391,jonesme01w,69.0,147,1973-07-21,,Coach of the Year
2,CLE,3.0,3.0,CLE,EA,2.0,Y,W,L,N,Cleveland Rockers,809.0,1828.0,426.0,570.0,141.0,407.0,331.0,603.0,934.0,539.0,647.0,259.0,538.0,91.0,2185.0,774.0,1761.0,455.0,583.0,119.0,368.0,277.0,596.0,873.0,540.0,693.0,305.0,552.0,95.0,2122.0,17.0,15.0,32.0,13.0,3.0,4.0,12.0,13.0,8.0,6500.0,137532.0,Quicken Loans Arena,hugheda99w,0,17.0,15.0,3.0,3.0,FR,A,CLE,ORL,2.0,1.0,nemcoev01w,0.4875846501128668,nemcoev01w,74.0,178,1972-12-03,,
2,CLE,3.0,3.0,CLE,EA,2.0,Y,W,L,N,Cleveland Rockers,809.0,1828.0,426.0,570.0,141.0,407.0,331.0,603.0,934.0,539.0,647.0,259.0,538.0,91.0,2185.0,774.0,1761.0,455.0,583.0,119.0,368.0,277.0,596.0,873.0,540.0,693.0,305.0,552.0,95.0,2122.0,17.0,15.0,32.0,13.0,3.0,4.0,12.0,13.0,8.0,6500.0,137532.0,Quicken Loans Arena,hugheda99w,0,17.0,15.0,3.0,3.0,FR,A,CLE,ORL,2.0,1.0,rizzoje01w,0.2128146453089245,rizzoje01w,66.0,146,1974-05-15,,
3,CLE,1.0,2.0,CLE,EA,1.0,N,L,N,N,Cleveland Rockers,763.0,1770.0,372.0,505.0,106.0,335.0,297.0,662.0,959.0,503.0,532.0,267.0,444.0,83.0,2004.0,664.0,1745.0,328.0,444.0,132.0,417.0,297.0,594.0,891.0,434.0,597.0,225.0,496.0,127.0,1788.0,22.0,10.0,32.0,14.0,2.0,8.0,8.0,15.0,6.0,6425.0,147373.0,Quicken Loans Arena,hugheda99w,0,22.0,10.0,1.0,2.0,,,,,,,rizzoje01w,0.2702728688729496,rizzoje01w,66.0,146,1974-05-15,,Coach of the Year
4,CLE,,,CLE,EA,7.0,Y,N,N,N,Cleveland Rockers,760.0,1820.0,430.0,553.0,121.0,374.0,295.0,674.0,969.0,480.0,567.0,221.0,451.0,83.0,2071.0,797.0,1834.0,397.0,521.0,149.0,441.0,278.0,640.0,918.0,530.0,613.0,242.0,428.0,109.0,2140.0,10.0,22.0,32.0,4.0,12.0,6.0,10.0,7.0,14.0,6550.0,149084.0,Quicken Loans Arena,hugheda99w,0,10.0,22.0,0.0,0.0,,,,,,,rizzoje01w,0.3053617686970743,rizzoje01w,66.0,146,1974-05-15,,
2,CLE,3.0,3.0,CLE,EA,2.0,Y,W,L,N,Cleveland Rockers,809.0,1828.0,426.0,570.0,141.0,407.0,331.0,603.0,934.0,539.0,647.0,259.0,538.0,91.0,2185.0,774.0,1761.0,455.0,583.0,119.0,368.0,277.0,596.0,873.0,540.0,693.0,305.0,552.0,95.0,2122.0,17.0,15.0,32.0,13.0,3.0,4.0,12.0,13.0,8.0,6500.0,137532.0,Quicken Loans Arena,hugheda99w,0,17.0,15.0,3.0,3.0,FR,A,CLE,ORL,2.0,1.0,sauerpa01w,0.3939393939393939,sauerpa01w,76.0,203,1977-12-08,,
3,CLE,1.0,2.0,CLE,EA,1.0,N,L,N,N,Cleveland Rockers,763.0,1770.0,372.0,505.0,106.0,335.0,297.0,662.0,959.0,503.0,532.0,267.0,444.0,83.0,2004.0,664.0,1745.0,328.0,444.0,132.0,417.0,297.0,594.0,891.0,434.0,597.0,225.0,496.0,127.0,1788.0,22.0,10.0,32.0,14.0,2.0,8.0,8.0,15.0,6.0,6425.0,147373.0,Quicken Loans Arena,hugheda99w,0,22.0,10.0,1.0,2.0,,,,,,,sauerpa01w,0.571969696969697,sauerpa01w,76.0,203,1977-12-08,,Coach of the Year
2,CLE,3.0,3.0,CLE,EA,2.0,Y,W,L,N,Cleveland Rockers,809.0,1828.0,426.0,570.0,141.0,407.0,331.0,603.0,934.0,539.0,647.0,259.0,538.0,91.0,2185.0,774.0,1761.0,455.0,583.0,119.0,368.0,277.0,596.0,873.0,540.0,693.0,305.0,552.0,95.0,2122.0,17.0,15.0,32.0,13.0,3.0,4.0,12.0,13.0,8.0,6500.0,137532.0,Quicken Loans Arena,hugheda99w,0,17.0,15.0,3.0,3.0,FR,A,CLE,ORL,2.0,1.0,taylope01w,0.0,taylope01w,73.0,168,1981-05-24,,
3,CLE,1.0,2.0,CLE,EA,1.0,N,L,N,N,Cleveland Rockers,763.0,1770.0,372.0,505.0,106.0,335.0,297.0,662.0,959.0,503.0,532.0,267.0,444.0,83.0,2004.0,664.0,1745.0,328.0,444.0,132.0,417.0,297.0,594.0,891.0,434.0,597.0,225.0,496.0,127.0,1788.0,22.0,10.0,32.0,14.0,2.0,8.0,8.0,15.0,6.0,6425.0,147373.0,Quicken Loans Arena,hugheda99w,0,22.0,10.0,1.0,2.0,,,,,,,taylope01w,0.6203208556149733,taylope01w,73.0,168,1981-05-24,,Coach of the Year
4,CLE,,,CLE,EA,7.0,Y,N,N,N,Cleveland Rockers,760.0,1820.0,430.0,553.0,121.0,374.0,295.0,674.0,969.0,480.0,567.0,221.0,451.0,83.0,2071.0,797.0,1834.0,397.0,521.0,149.0,441.0,278.0,640.0,918.0,530.0,613.0,242.0,428.0,109.0,2140.0,10.0,22.0,32.0,4.0,12.0,6.0,10.0,7.0,14.0,6550.0,149084.0,Quicken Loans Arena,hugheda99w,0,10.0,22.0,0.0,0.0,,,,,,,taylope01w,0.6080679167942709,taylope01w,73.0,168,1981-05-24,,
5,PHO,,,PHO,WE,7.0,N,N,N,N,Phoenix Mercury,801.0,2095.0,379.0,556.0,116.0,349.0,357.0,643.0,1000.0,461.0,664.0,310.0,479.0,111.0,2097.0,834.0,1867.0,466.0,626.0,136.0,371.0,303.0,811.0,1114.0,509.0,667.0,275.0,610.0,146.0,2270.0,8.0,26.0,34.0,6.0,11.0,2.0,15.0,5.0,19.0,6925.0,144511.0,US Airways Center,grafca99wc,0,0.0,0.0,0.0,0.0,,,,,,,taylope01w,0.6136191457173387,taylope01w,73.0,168,1981-05-24,,
6,PHO,,,PHO,WE,5.0,N,N,N,N,Phoenix Mercury,826.0,1922.0,456.0,598.0,192.0,519.0,264.0,652.0,916.0,501.0,748.0,282.0,464.0,137.0,2300.0,784.0,1845.0,534.0,724.0,133.0,348.0,309.0,711.0,1020.0,456.0,660.0,226.0,536.0,137.0,2235.0,17.0,17.0,34.0,10.0,7.0,7.0,10.0,11.0,11.0,6825.0,136295.0,US Airways Center,grafca99wc,0,17.0,17.0,0.0,0.0,,,,,,,taylope01w,0.5886994893995282,taylope01w,73.0,168,1981-05-24,,
7,PHO,,,PHO,WE,5.0,N,N,N,N,Phoenix Mercury,826.0,1994.0,531.0,693.0,178.0,539.0,342.0,720.0,1062.0,549.0,697.0,243.0,517.0,179.0,2361.0,855.0,1993.0,523.0,720.0,121.0,332.0,319.0,705.0,1024.0,470.0,672.0,265.0,483.0,112.0,2354.0,16.0,18.0,34.0,11.0,6.0,5.0,12.0,12.0,10.0,6800.0,124146.0,US Airways Center,westhpa99w,0,0.0,0.0,0.0,0.0,,,,,,,taylope01w,0.5841051314257258,taylope01w,73.0,168,1981-05-24,,
8,PHO,,,PHO,WE,5.0,Y,N,N,N,Phoenix Mercury,1079.0,2434.0,537.0,684.0,265.0,722.0,334.0,811.0,1145.0,640.0,741.0,275.0,442.0,127.0,2960.0,1023.0,2360.0,630.0,852.0,203.0,618.0,408.0,875.0,1283.0,578.0,669.0,231.0,537.0,126.0,2879.0,18.0,16.0,34.0,10.0,7.0,8.0,9.0,8.0,12.0,6900.0,126801.0,US Airways Center,westhpa99w,0,18.0,16.0,0.0,0.0,,,,,,,taylope01w,0.6089557687254182,taylope01w,73.0,168,1981-05-24,,
10,PHO,,,PHO,WE,6.0,Y,N,N,N,Phoenix Mercury,1069.0,2485.0,642.0,773.0,230.0,701.0,375.0,851.0,1226.0,560.0,794.0,232.0,489.0,156.0,3010.0,1036.0,2460.0,694.0,932.0,243.0,695.0,440.0,858.0,1298.0,650.0,717.0,234.0,500.0,129.0,3009.0,16.0,18.0,34.0,10.0,7.0,6.0,11.0,8.0,12.0,6825.0,144867.0,US Airways Center,gaineco01w,0,16.0,18.0,0.0,0.0,,,,,,,taylope01w,0.6341261610291421,taylope01w,73.0,168,1981-05-24,,
11,PHO,7.0,4.0,PHO,WE,1.0,Y,W,W,W,Phoenix Mercury,1128.0,2454.0,643.0,752.0,257.0,665.0,284.0,906.0,1190.0,625.0,740.0,225.0,500.0,181.0,3156.0,1094.0,2582.0,638.0,851.0,205.0,608.0,421.0,864.0,1285.0,607.0,671.0,260.0,460.0,143.0,3031.0,23.0,11.0,34.0,12.0,5.0,11.0,6.0,13.0,7.0,6900.0,144884.0,US Airways Center,gaineco01w,0,23.0,11.0,7.0,4.0,FR,A,PHO,SAS,2.0,1.0,taylope01w,0.6325989068015595,taylope01w,73.0,168,1981-05-24,,
11,PHO,7.0,4.0,PHO,WE,1.0,Y,W,W,W,Phoenix Mercury,1128.0,2454.0,643.0,752.0,257.0,665.0,284.0,906.0,1190.0,625.0,740.0,225.0,500.0,181.0,3156.0,1094.0,2582.0,638.0,851.0,205.0,608.0,421.0,864.0,1285.0,607.0,671.0,260.0,460.0,143.0,3031.0,23.0,11.0,34.0,12.0,5.0,11.0,6.0,13.0,7.0,6900.0,144884.0,US Airways Center,gaineco01w,0,23.0,11.0,7.0,4.0,CF,E,PHO,LAS,2.0,1.0,taylope01w,0.6325989068015595,taylope01w,73.0,168,1981-05-24,,
11,PHO,7.0,4.0,PHO,WE,1.0,Y,W,W,W,Phoenix Mercury,1128.0,2454.0,643.0,752.0,257.0,665.0,284.0,906.0,1190.0,625.0,740.0,225.0,500.0,181.0,3156.0,1094.0,2582.0,638.0,851.0,205.0,608.0,421.0,864.0,1285.0,607.0,671.0,260.0,460.0,143.0,3031.0,23.0,11.0,34.0,12.0,5.0,11.0,6.0,13.0,7.0,6900.0,144884.0,US Airways Center,gaineco01w,0,23.0,11.0,7.0,4.0,F,G,PHO,IND,3.0,2.0,taylope01w,0.6325989068015595,taylope01w,73.0,168,1981-05-24,,
2,CLE,3.0,3.0,CLE,EA,2.0,Y,W,L,N,Cleveland Rockers,809.0,1828.0,426.0,570.0,141.0,407.0,331.0,603.0,934.0,539.0,647.0,259.0,538.0,91.0,2185.0,774.0,1761.0,455.0,583.0,119.0,368.0,277.0,596.0,873.0,540.0,693.0,305.0,552.0,95.0,2122.0,17.0,15.0,32.0,13.0,3.0,4.0,12.0,13.0,8.0,6500.0,137532.0,Quicken Loans Arena,hugheda99w,0,17.0,15.0,3.0,3.0,FR,A,CLE,ORL,2.0,1.0,wautean01w,0.4548494983277591,wautean01w,76.0,193,1980-10-12,,
3,CLE,1.0,2.0,CLE,EA,1.0,N,L,N,N,Cleveland Rockers,763.0,1770.0,372.0,505.0,106.0,335.0,297.0,662.0,959.0,503.0,532.0,267.0,444.0,83.0,2004.0,664.0,1745.0,328.0,444.0,132.0,417.0,297.0,594.0,891.0,434.0,597.0,225.0,496.0,127.0,1788.0,22.0,10.0,32.0,14.0,2.0,8.0,8.0,15.0,6.0,6425.0,147373.0,Quicken Loans Arena,hugheda99w,0,22.0,10.0,1.0,2.0,,,,,,,wautean01w,0.4750131736011786,wautean01w,76.0,193,1980-10-12,,Coach of the Year
